NEGERI,PPD,PARLIMEN,DUN,PERINGKAT,JENIS/LABEL,KODSEKOLAH,NAMASEKOLAH,ALAMATSURAT,POSKODSURAT,BANDARSURAT,NOTELEFON,NOFAX,EMAIL,LOKASI,GRED,BANTUAN,BILSESI,SESI,ENROLMEN PRASEKOLAH,ENROLMEN,ENROLMEN KHAS,GURU,PRASEKOLAH,INTEGRASI,KOORDINATXX,KOORDINATYY,SKM<=150
SARAWAK,PPD SAMARAHAN, KOTA SAMARAHAN, STAKAN,Menengah,SMK,YEA1302,SEKOLAH MENENGAH KEBANGSAAN WIRA PENRISSEN,"KM 14, JALAN KUCHING-SERIAN",94300,KOTA SAMARAHAN,82612740,82619485,YEA1302@moe.edu.my,Luar Bandar,A,SK,2 Sesi,Pagi dan Petang,0,1940,,158,TIADA,TIADA,110.325981,1.444593,
SARAWAK,PPD KUCHING, PETRA JAYA, TUPONG,Menengah,SMK,YEA1303,SEKOLAH MENENGAH KEBANGSAAN TUNKU ABDUL RAHMAN,BT. 2 1/2  JALAN MATANG,93050,KUCHING,82240688,82248580,YEA1303@moe.edu.my,Bandar,A,SK,1 Sesi,Pagi Sahaja,0,1041,,69,TIADA,TIADA,110.3170667,1.561483333,
SARAWAK,PPD PADAWAN, STAMPIN, BATU KAWAH,Menengah,SMK,YEA1304,SEKOLAH MENENGAH KEBANGSAAN BATU KAWA,"JALAN BATU KAWA, OFF JALAN FIELD FORCE",93250,KUCHING,82688140,82687498,YEA1304@moe.edu.my,Bandar,A,SK,2 Sesi,Pagi dan Petang,0,1801,97,140,TIADA,ADA,110.2917333,1.518966667,
SARAWAK,PPD KUCHING, SANTUBONG, PANTAI DAMAI,Menengah,SMK,YEA1305,SEKOLAH MENENGAH KEBANGSAAN SANTUBONG,"JALAN PANTAI PUTERI, SANTUBONG",93050,KUCHING,82846227,82846720,YEA1305@moe.edu.my,Luar Bandar,B,SK,1 Sesi,Pagi Sahaja,0,636,,45,TIADA,TIADA,110.3180688,1.724597451,
SARAWAK,PPD SERIAN, PUNCAK BORNEO, TARAT,Menengah,SMK,YEA1306,SEKOLAH MENENGAH KEBANGSAAN PADAWAN,"KM 14, JALAN PADAWAN",94200,SIBURAN,TIADA,TIADA,smkpadawanyea1306@gmail.com,Luar Bandar,A,SK,2 Sesi,Pagi dan Petang,0,802,,55,TIADA,TIADA,110.372648,1.218300125,
SARAWAK,PPD PADAWAN, PETRA JAYA, TUPONG,Menengah,SMK,YEA1307,SEKOLAH MENENGAH KEBANGSAAN MATANG HILIR,JALAN MATANG,93050,KUCHING,82648972,82645920,YEA1307@moe.edu.my,Bandar,A,SK,2 Sesi,Pagi dan Petang,0,1307,98,101,TIADA,ADA,110.273867,1.57525,
SARAWAK,PPD PADAWAN, PETRA JAYA, TUPONG,Menengah,SBP,YEA1308,SEKOLAH MENENGAH SAINS KUCHING,"JALAN BATU KAWA, OFF JALAN MATANG",93050,KUCHING,82642544,82642710,YEA1308@moe.edu.my,Luar Bandar,A,SK,1 Sesi,Pagi Sahaja,0,486,,55,TIADA,TIADA,110.259383,1.567117,
SARAWAK,PPD KUCHING, PETRA JAYA, TUPONG,Menengah,SMK,YEA1309,SEKOLAH MENENGAH KEBANGSAAN SEMERAH PADI,"JALAN DEPO, PETRA JAYA",93050,KUCHING,82441403,82441468,YEA1309@moe.edu.my,Bandar,A,SK,2 Sesi,Pagi dan Petang,0,1490,,105,TIADA,TIADA,110.3191083,1.5806556,
SARAWAK,PPD PADAWAN, PETRA JAYA, TUPONG,Menengah,SMK,YEA1310,SEKOLAH MENENGAH KEBANGSAAN SRI MATANG,KM 13 JALAN MATANG,93050,KUCHING,82643100,TIADA,YEA1310@moe.edu.my,Luar Bandar,A,SK,1 Sesi,Pagi Sahaja,0,1094,,65,TIADA,TIADA,110.234306,1.581533,
SARAWAK,PPD LUNDU, SANTUBONG, TANJONG DATU,Menengah,SMK,YEA1401,SEKOLAH MENENGAH KEBANGSAAN SEMATAN,D/A PEJABAT PENDIDIKAN DAERAH LUNDU,94500,SEMATAN,82711143,82711044,YEA_1401@moe.edu.my,Luar Bandar,A,SK,1 Sesi,Pagi Sahaja,0,700,35,65,TIADA,ADA,109.7625692,1.801732838,
SARAWAK,PPD LUNDU, MAS GADING, OPAR,Menengah,SMK,YEA1402,SEKOLAH MENENGAH KEBANGSAAN SENIBONG,JALAN LUNDU/BAU,94500,LUNDU,82734035,82734058,YEA1402@moe.edu.my,Luar Bandar,A,SK,1 Sesi,Pagi Sahaja,0,586,,40,TIADA,TIADA,109.894661,1.598285,
SARAWAK,PPD SRI AMAN, SRI AMAN, SIMANGGANG,Menengah,SMK,YEA2101,SEKOLAH MENENGAH KEBANGSAAN SRI AMAN,PETI SURAT 62,95007,SRI AMAN,83326985,83327644,YEA2101@moe.edu.my,Luar Bandar,A,SK,1 Sesi,Pagi Sahaja,0,1101,55,102,TIADA,ADA,111.4747,1.20795,
SARAWAK,PPD SRI AMAN, BATANG LUPAR, LINGGA,Menengah,SMK,YEA2102,SEKOLAH MENENGAH KEBANGSAAN LINGGA,"LOT 907, BLOK 16 SRI AMAN",95000,SRI AMAN,83323231,TIADA,YEA2102@moe.edu.my,Luar Bandar,A,SK,1 Sesi,Pagi Sahaja,0,483,35,45,TIADA,ADA,111.414881,1.261529,
SARAWAK,PPD SARATOK, SARATOK, KALAKA,Menengah,SMK,YEA2201,SEKOLAH MENENGAH KEBANGSAAN (BM) SARATOK,PETI SURAT 51 SARATOK,95407,SARATOK,83436216,83438467,yea2201@moe.edu.my,Luar Bandar,A,SK,1 Sesi,Pagi Sahaja,0,1034,22,84,TIADA,ADA,111.3396288,1.745700539,
SARAWAK,PPD SARATOK, SARATOK, KABONG,Menengah,SMK,YEA2202,SEKOLAH MENENGAH KEBANGSAAN KABONG,"JALAN BADRON, KABONG",94650,KABONG,83411664,83411863,yea2202@moe.edu.my,Luar Bandar,A,SK,1 Sesi,Pagi Sahaja,0,879,17,69,TIADA,ADA,111.1071614,1.821307089,
SARAWAK,PPD BETONG, BATANG LUPAR, BETING MARO,Menengah,SMK,YEA2401,SEKOLAH MENENGAH KEBANGSAAN PUSA,"KM1, JLN BESAR PUSA",94950,PUSA,83465133,83465470,YEA2401@moe.edu.my,Luar Bandar,A,SK,1 Sesi,Pagi Sahaja,0,918,26,78,TIADA,ADA,111.2925124,1.632534345,
SARAWAK,PPD BETONG, BETONG, BUKIT SABAN,Menengah,SMK,YEA2402,SEKOLAH MENENGAH KEBANGSAAN SPAOH,JALAN KAMPUNG SPAOH,95600,SPAOH,83473399,TIADA,YEA2402@moe.edu.my,Luar Bandar,A,SK,1 Sesi,Pagi Sahaja,0,853,18,76,TIADA,ADA,111.4774017,1.465302512,
SARAWAK,PPD BETONG, BETONG, LAYAR,Menengah,SMK,YEA2403,SEKOLAH MENENGAH KEBANGSAAN ULU LAYAR,"P.O BOX 16,PEJABAT POS BETONG",95700,BETONG,83471598,83471593,YEA2403@moe.edu.my,Luar Bandar,B,SK,1 Sesi,Pagi Sahaja,0,289,,25,TIADA,TIADA,111.5761111,1.4819444,
SARAWAK,PPD BETONG, BATANG LUPAR, BETING MARO,Menengah,SMK,YEA2404,SEKOLAH MENENGAH KEBANGSAAN BELADIN,"D/A PEJABAT PENDIDIKAN DAERAH BETONG, JALAN YONG SHAU NEN",95700,BETONG,TIADA,TIADA,YEA2404@moe.edu.my,Luar Bandar,A,SK,1 Sesi,Pagi Sahaja,0,832,13,62,TIADA,ADA,111.2010927,1.63369977,
SARAWAK,PPD SIBU, LANANG, DUDONG,Menengah,SMK,YEA3101,SEKOLAH MENENGAH KEBANGSAAN BUKIT LIMA,"JALAN KENARI SELATAN, JALAN SALIM",96000,SIBU,84213748,84212749,YEA3101@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,0,534,91,53,TIADA,ADA,111.8546833,2.269916667,
SARAWAK,PPD SIBU, SIBU, PELAWAN,Menengah,SMK,YEA3102,SEKOLAH MENENGAH KEBANGSAAN DESHON,"JALAN SENA ,JALAN PEDADA",96000,SIBU,84314568,84327678,YEA3102@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,0,739,,65,TIADA,TIADA,111.8493477,2.308047122,
SARAWAK,PPD SIBU, LANANG, DUDONG,Menengah,SMK,YEA3103,SEKOLAH MENENGAH KEBANGSAAN SIBU JAYA,"KM32, JALAN DURIN, TAMAN SIBU JAYA",96000,SIBU,1165728009,84236326,YEA3103@moe.edu.my,Luar Bandar,A,SK,2 Sesi,Pagi dan Petang,0,2280,53,139,TIADA,ADA,111.96,2.244027777,
SARAWAK,PPD SIBU, LANANG, DUDONG,Menengah,SMK,YEA3104,SEKOLAH MENENGAH KEBANGSAAN LANANG,"P.O BOX 1369, JALAN LADA",96000,SIBU,84215540,84215541,YEA3104@moe.edu.my,Bandar,A,SK,1 Sesi,Pagi Sahaja,0,1001,106,88,TIADA,ADA,111.8557,2.25115,
SARAWAK,PPD SIBU, SIBU, PELAWAN,Menengah,SMK,YEA3105,SEKOLAH MENENGAH KEBANGSAAN SUNGAI MERAH,JALAN ULU SUNGAI MERAH,96000,SIBU,84311302,84311301,YEA3105@moe.edu.my,Bandar,A,SK,1 Sesi,Pagi Sahaja,19,955,126,100,ADA,ADA,111.862182,2.332611,
SARAWAK,PPD SIBU, SIBU, NANGKA,Menengah,SMK,YEA3106,SEKOLAH MENENGAH KEBANGSAAN BANDAR SIBU,JALAN LING KAI CHENG,96000,SIBU,84336601,84336624,YEA3106@moe.edu.my,Bandar,A,SK,1 Sesi,Pagi Sahaja,0,977,,88,TIADA,TIADA,111.8530865,2.323788054,
SARAWAK,PPD SIBU, LANANG, BUKIT ASSEK,Menengah,SMK,YEA3107,SEKOLAH MENENGAH KEBANGSAAN BUKIT ASSEK,"LOT 1220, BLOCK 13, SEDUAN LAND DISTRICT, JALAN TUN AHMAD ZAIDI ADRUCE",96000,SIBU,1165750644,6084228391,yea3107@moe.edu.my,Bandar,A,SK,1 Sesi,Pagi Sahaja,0,910,,61,TIADA,TIADA,111.8742,2.274766667,
SARAWAK,PPD SIBU, SIBU, BAWANG ASSAN,Menengah,SMK,YEA3201,SEKOLAH MENENGAH KEBANGSAAN BAWANG ASSAN,CDT NO.81 JALAN BAWANG ASSAN,96000,SIBU,1165727471,TIADA,YEA3201@moe.edu.my,Luar Bandar,B,SK,1 Sesi,Pagi Sahaja,0,321,,31,TIADA,TIADA,111.6852951,2.3002451,
SARAWAK,PPD DALAT, SIBU, BAWANG ASSAN,Menengah,SMK,YEA3202,SEKOLAH MENENGAH KEBANGSAAN BATANG IGAN,D/A PEJABAT PENDIDIKAN DAERAH DALAT,96300,DALAT,TIADA,TIADA,YEA3202@moe.edu.my,Luar Bandar,B,SK,1 Sesi,Pagi Sahaja,0,183,,21,TIADA,TIADA,111.8269639,2.6098639,
SARAWAK,PPD KANOWIT, KANOWIT, MACHAN,Menengah,SMK,YEA3302,SEKOLAH MENENGAH KEBANGSAAN KANOWIT,JALAN DURIN KANOWIT SIBU,96700,KANOWIT,84752152,84753700,YEA3302@moe.edu.my,Luar Bandar,A,SK,2 Sesi,Pagi dan Petang,0,1173,31,102,TIADA,ADA,112.145053,2.098244,
SARAWAK,PPD KANOWIT, KANOWIT, NGEMAH,Menengah,SMK,YEA3303,SEKOLAH MENENGAH KEBANGSAAN NANGA DAP,D/A PEJABAT PENDIDIKAN DAERAH KANOWIT ,96700,KANOWIT,TIADA,TIADA,YEA3303@moe.edu.my,Luar Bandar,B,SK,1 Sesi,Pagi Sahaja,0,345,,31,TIADA,TIADA,112.3198836,2.052371741,
SARAWAK,PPD SELANGAU, SELANGAU, TAMIN,Menengah,SMK,YEA3401,SEKOLAH MENENGAH KEBANGSAAN ULU BALINGIAN,"KM109, JLN SIBU-BINTULU, PETI SURAT 1116",96000,SIBU,TIADA,TIADA,YEA3401@moe.edu.my,Luar Bandar,A,SK,1 Sesi,Pagi Sahaja,0,639,11,48,TIADA,ADA,112.5490833,2.572,
SARAWAK,PPD MUKAH, MUKAH, TELLIAN,Menengah,SMK,YEA3402,SEKOLAH MENENGAH KEBANGSAAN MUKAH,JALAN BESTARI,96400,MUKAH,84873806,84872134,yea3402@moe.edu.my,Luar Bandar,A,SK,1 Sesi,Pagi Sahaja,0,1272,62,102,TIADA,ADA,112.079713,2.889491,
SARAWAK,PPD DALAT, MUKAH, DALAT,Menengah,SMK,YEA3501,SEKOLAH MENENGAH KEBANGSAAN OYA,D/A PEJABAT PENDIDIKAN DAERAH DALAT,96300,DALAT,84867885,84867433,YEA3501@moe.edu.my,Luar Bandar,A,SK,1 Sesi,Pagi Sahaja,0,816,18,82,TIADA,ADA,111.8858514,2.862688294,
SARAWAK,PPD MIRI, MIRI, PUJUT,Menengah,SMK,YEA4101,SEKOLAH MENENGAH KEBANGSAAN DATO PERMAISURI,"JALAN DATO PERMAISURI, PIASAU JAYA",98000,MIRI,85659066,85660812,yea4101@moe.edu.my,Bandar,A,SK,2 Sesi,Pagi dan Petang,0,1116,73,83,TIADA,ADA,114.0135833,4.425383333,
SARAWAK,PPD MIRI, MIRI, SENADIN,Menengah,SMK,YEA4102,SEKOLAH MENENGAH KEBANGSAAN BARU,JALAN CAHAYA LOPENG,98000,MIRI,85431707,85428057,yea4102@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,0,815,,70,TIADA,TIADA,113.9977833,4.376683333,
SARAWAK,PPD MIRI, MIRI, PIASAU,Menengah,SMK,YEA4103,SEKOLAH MENENGAH KEBANGSAAN LUAK,"D/A PEJABAT PENDIDIKAN DAERAH MIRI, TINGKAT 2, WISMA PERSEKUTUAN, JALAN KIPAS",98000,MIRI,85427760,85430760,yea4103@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,0,586,103,60,TIADA,ADA,113.9797833,4.346066667,
SARAWAK,PPD MIRI, SIBUTI, LAMBIR,Menengah,SBP,YEA4104,SEKOLAH MENENGAH SAINS MIRI,JALAN BAKAM,98000,MIRI,85421371,85411050,yea4104@moe.edu.my,Bandar,A,SK,1 Sesi,Pagi Sahaja,0,426,,49,TIADA,TIADA,113.9653333,4.31945,
SARAWAK,PPD MIRI, SIBUTI, LAMBIR,Menengah,SMK,YEA4105,SEKOLAH MENENGAH KEBANGSAAN RIAM,"JALAN SIBU, TAMAN TUNKU",98000,MIRI,85615033,85615033,yea4105@moe.edu.my,Bandar,A,SK,1 Sesi,Pagi Sahaja,0,1140,,69,TIADA,TIADA,113.9964232,4.316216959,
SARAWAK,PPD MIRI, MIRI, SENADIN,Menengah,SMK,YEA4106,SEKOLAH MENENGAH KEBANGSAAN LOPENG TENGAH,JALAN RIAM,98000,MIRI,85423905,85426129,yea4106@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,0,717,,50,TIADA,TIADA,113.9888,4.363116667,
SARAWAK,PPD MIRI, MIRI, SENADIN,Menengah,SMK,YEA4107,SEKOLAH MENENGAH KEBANGSAAN MERBAU,"LOT 6410, BLOK 10, KUALA BARAM LAND DISTRICT",98100,MIRI,85665159,85662159,yea4107@moe.edu.my,Bandar,A,SK,2 Sesi,Pagi dan Petang,0,3105,,166,TIADA,TIADA,114.0487667,4.454983333,
SARAWAK,PPD MIRI, SIBUTI, LAMBIR,Menengah,SMK,YEA4108,SEKOLAH MENENGAH KEBANGSAAN TAMAN TUNKU,"Lot 7039, BLOK 5, LAMBIR LAND DISTRICT",98000,MIRI,85616027,85616028,yea4108@moe.edu.my,Bandar,A,SK,1 Sesi,Pagi Sahaja,0,1122,,70,TIADA,TIADA,113.9914774,4.30368902,
SARAWAK,PPD MIRI, MIRI, SENADIN,Menengah,SMK,YEA4109,SEKOLAH MENENGAH KEBANGSAAN PUJUT,"LOT3119,PARADISE PARK,JLN PULASAN, DESA SENADIN",98100,MIRI,85657349,85658793,yea4109@moe.edu.my,Bandar,A,SK,2 Sesi,Pagi dan Petang,0,2456,,137,TIADA,TIADA,114.0135813,4.485474065,
SARAWAK,PPD BARAM, BARAM, TELANG USAN,Menengah,SMK,YEA4301,SEKOLAH MENENGAH KEBANGSAAN TEMENGGONG DATUK LAWAI JAU,CDT 87 PEJABAT POS MIRI,98009,MIRI,TIADA,TIADA,YEA4301@moe.edu.my,Luar Bandar,B,SK,1 Sesi,Pagi Sahaja,0,462,,39,TIADA,TIADA,114.7817847,3.297712918,
SARAWAK,PPD BARAM, BARAM, MULU,Menengah,SMK,YEA4304,SEKOLAH MENENGAH KEBANGSAAN TUTOH APOH,"D/A PEJABAT PENDIDIKAN DAERAH BARAM, LOT 2241, JALAN MARUDI/ULU LENEI",98050,BARAM,TIADA,TIADA,YEA4304@moe.edu.my,Luar Bandar,B,SK,1 Sesi,Pagi Sahaja,0,135,,23,TIADA,TIADA,114.5423427,3.949650104,
SARAWAK,PPD BARAM, BARAM, MARUDI,Menengah,SMK,YEA4305,SEKOLAH MENENGAH KEBANGSAAN TELANG USAN,"D/A PEJABAT PENDIDIKAN DAERAH BARAM, LOT 2241, JALAN MARUDI/ULU LENEI",98050,BARAM,85756157,85756135,YEA4305@moe.edu.my,Luar Bandar,B,SK,1 Sesi,Pagi Sahaja,0,424,12,36,TIADA,ADA,114.3433,4.1916,
SARAWAK,PPD BARAM, BARAM, MARUDI,Menengah,SMK,YEA4306,SEKOLAH MENENGAH KEBANGSAAN TINJAR,"LOT 74, BLOK 20, JALAN BELURU LONG TERU, TINJAR LAND",98300,LONG LAMA,85771243,TIADA,YEA4306@moe.edu.my,Luar Bandar,A,SK,1 Sesi,Pagi Sahaja,0,783,,57,TIADA,TIADA,114.1848578,3.707795822,
SARAWAK,PPD BARAM, BARAM, TELANG USAN,Menengah,K11,YEA4307,SEKOLAH MENENGAH KEBANGSAAN LONG BEDIAN,"LONG BEDIAN, TUTOH, APOH",98050,MARUDI,85721623,TIADA,smklongbedian@gmail.com,Luar Bandar,A,SK,1 Sesi,Pagi Sahaja,30,507,,53,ADA,TIADA,114.735012,3.794921863,
SARAWAK,PPD SUBIS, SIBUTI, BEKENU,Menengah,SMK,YEA4401,SEKOLAH MENENGAH KEBANGSAAN SUAI,PETI SURAT 235 PEJABAT POS BATU NIAH,98200,NIAH,85738373,85736807,YEA4401@moe.edu.my,Luar Bandar,A,SK,1 Sesi,Pagi Sahaja,0,1252,,75,TIADA,TIADA,113.7141723,3.861683538,
SARAWAK,PPD SUBIS, SIBUTI, BEKENU,Menengah,SMK,YEA4402,SEKOLAH MENENGAH KEBANGSAAN BEKENU,JALAN PANTAI BUNGAI,98150,BEKENU,1165750596,,YEA4402@moe.edu.my,Luar Bandar,B,SK,1 Sesi,Pagi Sahaja,0,537,24,47,TIADA,ADA,113.8216872,4.064190776,
SARAWAK,PPD LIMBANG, LIMBANG, BUKIT KOTA,Menengah,SMK,YEA5101,SEKOLAH MENENGAH KEBANGSAAN SERI PATIAMBUN LIMBANG,PETI SURAT 317,98707,LIMBANG,85212630,85214122,YEA5101@moe.edu.my,Luar Bandar,A,SK,1 Sesi,Pagi Sahaja,0,908,29,72,TIADA,ADA,115.00405,4.790783333,
SARAWAK,PPD LIMBANG, LIMBANG, BUKIT KOTA,Menengah,SMK,YEA5102,SEKOLAH MENENGAH KEBANGSAAN KUBONG,"BUKIT EMPAS, BATU 2, JALAN KUBONG",98700,LIMBANG,85216602,85213250,YEA5102@moe.edu.my,Luar Bandar,A,SK,1 Sesi,Pagi Sahaja,0,1008,47,90,TIADA,ADA,114.9814167,4.727,
SARAWAK,PPD LAWAS, LAWAS, BUKIT SARI,Menengah,SMK,YEA5201,SEKOLAH MENENGAH KEBANGSAAN SUNDAR,PEKAN SUNDAR,98800,LAWAS,85264254,85264885,YEA5201@moe.edu.my,Luar Bandar,B,SK,1 Sesi,Pagi Sahaja,0,436,,37,TIADA,TIADA,115.2100302,4.88788285,
SARAWAK,PPD LAWAS, LAWAS, BUKIT SARI,Menengah,SMK,YEA5202,SEKOLAH MENENGAH KEBANGSAAN MERAPOK,KM 30 JALAN MERAPOK,98850,LAWAS,TIADA,TIADA,YEA5202@moe.edu.my,Luar Bandar,A,SK,1 Sesi,Pagi Sahaja,0,1021,7,75,TIADA,ADA,115.5021667,4.938583333,
SARAWAK,PPD DARO, TANJONG MANIS, KUALA RAJANG,Menengah,SMK,YEA6101,SEKOLAH MENENGAH KEBANGSAAN BELAWAI,KPG. JERIJEH BARU,96150,BELAWAI,84613268,84613430,YEA6101@moe.edu.my,Luar Bandar,B,SK,1 Sesi,Pagi Sahaja,0,522,9,46,TIADA,ADA,111.2248359,2.202170795,
SARAWAK,PPD SARIKEI, TANJONG MANIS, KUALA RAJANG,Menengah,SMK,YEA6102,SEKOLAH MENENGAH KEBANGSAAN SARIKEI BARU,JALAN RENTAP SARIKEI,96100,SARIKEI,84644296,84644295,YEA6102@moe.edu.my,Luar Bandar,B,SK,1 Sesi,Pagi Sahaja,0,840,,66,TIADA,TIADA,111.504911,2.12965,
SARAWAK,PPD JULAU, JULAU, PAKAN,Menengah,SMK,YEA6201,SEKOLAH MENENGAH KEBANGSAAN PAKAN,BATU 1 JALAN ENTABAI/PAKAN,96510,PAKAN,TIADA,TIADA,sekolah-8485@moe-dl.edu.my,Luar Bandar,A,SK,1 Sesi,Pagi Sahaja,0,691,,62,TIADA,TIADA,111.68325,1.88775,
SARAWAK,PPD JULAU, JULAU, MELUAN,Menengah,SMK,YEA6202,SEKOLAH MENENGAH KEBANGSAAN JULAU NO.2,"LOT.353, BLOK 3, JIKANG LAND DISTRICT",96600,JULAU,84734060,84734061,YEA6202@moe.edu.my,Luar Bandar,A,SK,1 Sesi,Pagi Sahaja,0,558,37,53,TIADA,ADA,111.905514,2.049151,
SARAWAK,PPD MERADONG, SARIKEI, MERADONG,Menengah,SMK,YEA6301,SEKOLAH MENENGAH KEBANGSAAN BANDAR BINTANGOR,"KM 4, JALAN KELUPU",96500,BINTANGOR,84693607,84693293,YEA6301@moe.edu.my,Luar Bandar,A,SK,1 Sesi,Pagi Sahaja,0,507,45,64,TIADA,ADA,111.657958,2.153011926,
SARAWAK,PPD KAPIT, HULU RAJANG, BALEH,Menengah,SMK,YEA7101,SEKOLAH MENENGAH KEBANGSAAN BALLEH,"NANGA GAAT, PETI SURAT 175",96807,KAPIT,TIADA,TIADA,YEA7101@moe.edu.my,Luar Bandar,B,SK,1 Sesi,Pagi Sahaja,0,139,,27,TIADA,TIADA,113.4314361,1.8947861,
SARAWAK,PPD BELAGA, HULU RAJANG, MURUM,Menengah,SMK,YEA7102,SEKOLAH MENENGAH KEBANGSAAN BAKUN,D/A PEJABAT PENDIDIKAN DAERAH BELAGA,96900,BELAGA,TIADA,TIADA,YEA7102@moe.edu.my,Luar Bandar,A,SK,1 Sesi,Pagi Sahaja,0,1075,16,82,TIADA,ADA,113.930186,3.050617793,
SARAWAK,PPD KAPIT, KAPIT, BUKIT GORAM,Menengah,SMK,YEA7103,SEKOLAH MENENGAH KEBANGSAAN KAPIT NO.2,"D/A PEJABAT PENDIDIKAN DAERAH KAPIT, TINGKAT 1 & 2, WISMA PERSEKUTUAN, JALAN PENGHULU NYANGGAU",96800,KAPIT,84796071,84796072,YEA7103@moe.edu.my,Luar Bandar,A,SK,2 Sesi,Pagi dan Petang,0,1660,,132,TIADA,TIADA,112.9259,2.00715,
SARAWAK,PPD SONG, KAPIT, KATIBAS,Menengah,SMK,YEA7301,SEKOLAH MENENGAH KEBANGSAAN KATIBAS,D/A PEJABAT PENDIDIKAN DAERAH SONG,96850,SONG,TIADA,TIADA,smkkatibas@gmail.com,Luar Bandar,B,SK,1 Sesi,Pagi Sahaja,3,170,,27,ADA,TIADA,112.5597209,1.907631144,
SARAWAK,PPD SONG, KAPIT, KATIBAS,Menengah,SMK,YEA7302,SEKOLAH MENENGAH KEBANGSAAN SONG NO. 2,JALAN SUNGAI CHAPI,96850,SONG,84777020,84777044,--,Luar Bandar,B,SK,1 Sesi,Pagi Sahaja,8,372,,37,ADA,TIADA,112.54482,2.005535,
SARAWAK,PPD SAMARAHAN, KOTA SAMARAHAN, ASAJAYA,Menengah,SMK,YEA8101,SEKOLAH MENENGAH KEBANGSAAN ASAJAYA,JALAN KAMPUNG ASAJAYA LAUT,94600,ASAJAYA,82827262,82827008,YEA8101@moe.edu.my,Luar Bandar,A,SK,1 Sesi,Pagi Sahaja,0,1305,49,103,TIADA,ADA,110.6104374,1.565656924,
SARAWAK,PPD SAMARAHAN, KOTA SAMARAHAN, MUARA TUANG,Menengah,SMK,YEA8102,SEKOLAH MENENGAH KEBANGSAAN KOTA SAMARAHAN,JALAN DATO MOHD MUSA,94300,KOTA SAMARAHAN,82672353,82673657,YEA8102@moe.edu.my,Luar Bandar,A,SK,2 Sesi,Pagi dan Petang,0,2693,66,171,TIADA,ADA,110.4687745,1.448921431,
SARAWAK,PPD SAMARAHAN, KOTA SAMARAHAN, ASAJAYA,Menengah,SMK,YEA8103,SEKOLAH MENENGAH KEBANGSAAN HAJJAH LAILA TAIB,JALAN ASAJAYA-KOTA SAMARAHAN,94600,ASAJAYA,82436149,82436189,YEA8103@moe.edu.my,Luar Bandar,A,SK,1 Sesi,Pagi Sahaja,0,1366,,85,TIADA,TIADA,110.523228,1.544846,
SARAWAK,PPD SERIAN, SERIAN, TEBEDU,Menengah,SMK,YEA8201,SEKOLAH MENENGAH KEBANGSAAN TAEE,"KM 9,  JALAN RIIH-BAKI",94700,SERIAN,TIADA,TIADA,YEA8201@moe.edu.my,Luar Bandar,A,SK,1 Sesi,Pagi Sahaja,0,1004,,70,TIADA,TIADA,110.4655654,1.189071779,
SARAWAK,PPD SERIAN, SERIAN, TEBEDU,Menengah,SMK,YEA8202,SEKOLAH MENENGAH KEBANGSAAN TEBEDU,"LOT 343, BLOK 8, KAYAN DISTRICT TEBEDU",94700,SERIAN,82797018,82797014,YEA8202@moe.edu.my,Luar Bandar,A,SK,1 Sesi,Pagi Sahaja,0,1012,38,68,TIADA,ADA,110.3751839,1.013156613,
SARAWAK,PPD SIMUNJAN, BATANG SADONG, SIMUNJAN,Menengah,SMK,YEA8301,SEKOLAH MENENGAH KEBANGSAAN SRI SADONG,JALAN GUNUNG NGELI,94800,SIMUNJAN,82803764,TIADA,YEA8301@moe.edu.my,Luar Bandar,B,SK,1 Sesi,Pagi Sahaja,0,496,,39,TIADA,TIADA,110.7838429,1.376442964,
SARAWAK,PPD SIMUNJAN, BATANG SADONG, SADONG JAYA,Menengah,SMK,YEA8302,SEKOLAH MENENGAH KEBANGSAAN GEDONG,"JALAN GEDONG, SIMUNJAN, VIA SERIAN",94700,SERIAN,82781200,82781471,YEA8302@moe.edu.my,Luar Bandar,B,SK,1 Sesi,Pagi Sahaja,0,682,21,58,TIADA,ADA,110.688667,1.214783,
SARAWAK,PPD SAMARAHAN, BATANG SADONG, SADONG JAYA,Menengah,SMK,YEA8303,SEKOLAH MENENGAH KEBANGSAAN SADONG HILIR (SEMERA),JALAN KAMPUNG SEMERA,94600,ASAJAYA,1165749377,82826003,YEA8303@moe.edu.my,Luar Bandar,B,SK,1 Sesi,Pagi Sahaja,0,494,,47,TIADA,TIADA,110.6762076,1.551146134,
SARAWAK,PPD SIMUNJAN, BATANG LUPAR, SEBUYAU,Menengah,SMK,YEA8304,SEKOLAH MENENGAH KEBANGSAAN SEBUYAU,JALAN SAWMILL,94850,SEBUYAU,TIADA,83467671,YEA8304@moe.edu.my,Luar Bandar,A,SK,1 Sesi,Pagi Sahaja,0,968,18,65,TIADA,ADA,110.9280616,1.513734054,
